,id,response,knowledge,Q2_no_nli,Q2
9388,9388, The listener inquired about the price of the watch from the speaker., The speaker wants to know how much money the listener was expecting to pay for the gold watch.,0.0,0.0
9389,9389, The speaker is doubtful about the price of the watch., The speaker is strict about the price of the watch.,0.0,0.0
9390,9390, The listener inquired about the price of the watch from the speaker., The speaker's budget is low for the watch.,0.0,0.0
9391,9391, The speaker pays the requisite amount for the watch., The speaker questioned the listener that can't they could decrease the price of the watch.,0.0,0.0
9392,9392, The listener asks the speaker about the price of the watch., The speaker questioned the listener that can't they could decrease the price of the watch.,0.025,0.025
9393,9393, The speaker has purchased the watch., The speaker himself requires a watch.,0.0,0.0
9394,9394, The speaker pays the requisite amount for the watch., The listener packs the watch for the speaker.,0.0,0.0
9395,9395, The speaker pays the requisite amount for the watch., The listener packs the watch for the speaker.,0.0,0.0
9396,9396, The speaker is satisfied with the price of the watch., The speaker is pleased to get a golden watch.,0.0,0.0
9397,9397, The listener is satisfied with the price of the watch., The listener is happy with their sale.,0.3333333333333333,0.3333333333333333
9398,9398, The speaker wants to help the listener., The speaker humbly provides assistance to the listener.,1.0,1.0
9399,9399, The listener asked the speaker if he had found any particular item from the card catalogue., The speaker did not find information about ww2 in his previous material.,0.0,0.0
9400,9400, The listener asks the speaker if he has found any particular item from the card catalogue., The speaker told the listener that he needed some more information for his project.,0.0,0.0
9401,9401, The listener asks the speaker if he has found any particular item from the card catalogue., The speaker told the listener that he needed some more information for his project.,0.0,0.0
9402,9402, The listener asked the speaker if he could recommend any particular item from the card catalogue.," The speaker reads the newspaper daily, so he knows the contents of the newspaper.",0.0,0.0
9403,9403, The listener asks the speaker if there are any other articles on the war., The listener finds the speaker's suggestion useful.,0.0,0.0
9404,9404, The listener asks the speaker if there are any other articles on the war., The listener finds the speaker's suggestion useful.,0.0,0.0
9405,9405, The listener suggested to the speaker that he could find something from the new york newspaper during that period., The listener gave the speaker an idea to look up the necessary information in the newspaper.,0.625,0.875
9406,9406, The speaker wants to help the listener., The speaker is helping the listener.,1.0,1.0
9407,9407, The listener asked the speaker if he could help him., The speaker is at a watch repair shop.,0.0,0.0
9408,9408, The speaker shows his watch to the listener., The shopkeeper feels apologetic for the customer's complaint about the watch.,0.0,0.3333333333333333
9409,9409, The speaker shows his watch to the listener., The shopkeeper feels apologetic for the customer's complaint about the watch.,0.0,0.3333333333333333
9410,9410, The speaker's watch is not working properly., The watch is quite old.,0.0,0.0
9411,9411, The listener checks the watch's battery., The speaker told the listener that he could change the battery of the watch.,0.0,0.0
9412,9412, The listener checks his watch to see if there is anything wrong with it., The speaker told the listener that he could change the battery of the watch.,0.0,0.3333333333333333
9413,9413, The listener asked the speaker how long the watch would last., The listener has done repairing the watch.,0.0,0.0
9414,9414, The speaker pays the bill and leaves the shop., The listener changes the battery of the speaker's watch.,0.0,0.0
9415,9415, The speaker pays the bill and leaves the shop., The listener changes the battery of the speaker's watch.,0.0,0.0
9416,9416, The speaker wants to check out the book., The speaker is asking for some information about a book.,0.5,0.5
9417,9417, The listener asked the speaker if he had his library card., The speaker was never required to go to the library before.,0.0,0.0
9418,9418, The listener asks the speaker if he has a library card., The speaker tells the listener that he needs this book for his exam preparation.,0.0,0.0
9419,9419, The listener asks the speaker if he has his library card., The speaker tells the listener that he needs this book for his exam preparation.,0.0,0.0
9420,9420, The listener fills the application form for the library card., The listener gave an application form to the speaker.,0.3333333333333333,0.3333333333333333
9421,9421, The listener applied for the library card., The listener gave an application form to the speaker.,0.5,0.5
9422,9422, The speaker wants to help the listener in filling the application form., The speaker remains prompt in his work.,0.0,0.0
9423,9423, The listener has filled the application form., The listener had given an application to apply for a library card.,0.8333333333333333,1.0
9424,9424, The speaker fills the application form and leaves the library., The listener checks the form and gives the speaker the library card.,0.0,0.0
9425,9425, The speaker fills the application form and leaves the library., The listener checks the form and gives the speaker the library card.,0.0,0.0
9426,9426, The listener needs to fill the application form., People usually forget to sign the application form due to which their card gets rejected.,0.0,0.0
9427,9427, The listener signs the back of the library card., The listener signs on the back of the card.,0.6888888888888888,0.8888888888888888
9428,9428, The listener signs the back of the library card., The listener signs on the back of the card.,0.6888888888888888,0.8888888888888888
9429,9429, The speaker has signed the back of the library card., Signature is required to apply for a library card.,0.0,0.0
9430,9430, The speaker signed the back of the library card., The listener told the speaker that his card was done.,0.0,0.0
9431,9431, The speaker signed the back of the library card., The listener told the speaker that his card was done.,0.0,0.0
9432,9432, The listener is happy to help the speaker., The listener agrees to examine the books by the speaker.,0.0,0.0
9433,9433, The speaker is eager to check out the book., The speaker is asking the listener for permission to examine the books.,0.0,0.5
9434,9434, The speaker has a pending case against the police., The police illegally put him in jail.,0.0,0.0
9435,9435, The speaker goes to court to file a case against the police., The listener feels angry about being wrongly arrested by the police.,0.0,0.0
9436,9436, The speaker goes to court to file a case against the police., The listener feels angry about being wrongly arrested by the police.,0.0,0.0
9437,9437, The speaker is annoyed with the police for arresting him., The speaker confused of the incident happen to the listener..,0.0,0.0
9438,9438, The speaker has been facing a robbery case for a long time., The police arrest the listener as a suspect.,0.0,0.0
9439,9439, The speaker takes the case to court., The listener tells the speaker that there must be some misunderstanding.,0.0,0.0
9440,9440, The speaker asks the listener to file a complaint against the police., The listener tells the speaker that there must be some misunderstanding.,0.0,0.0
9441,9441, The police had already arrested the speaker., The police did not find sufficient evidence aganist the speaker.,0.0,0.0
9442,9442, The speaker had been robbed at the station., The faces of the robber and the speaker are looks similar.,0.0,0.0
9443,9443, The speaker will go to court for his case against the police., The speaker told the listener that the police questioned him the whole day and realized that he was innocent.,0.0,0.0
9444,9444, The speaker would ask the listener about the reason for arresting him., The speaker told the listener that the police questioned him the whole day and realized that he was innocent.,0.1111111111111111,0.3333333333333333
9445,9445, The speaker is confident that he will take the case to court., The speaker understands the seriousness of the issue.,0.0,0.0
9446,9446, The listener asked the speaker about his case against the police., The speaker needs to file a defamation case against the police for arrest him illegally.,0.0,0.0
9447,9447, The speaker takes the case to court., The listener agrees to take the case of the speaker.,0.0,0.0
9448,9448, The speaker takes the case to court., The listener agrees to take the case of the speaker.,0.0,0.0
9449,9449, The listener is excited to take the case to court., The listener is anticipating the speaker to file a complaint against the police.,0.0,0.0
9450,9450, The speaker is curious to know about the date., The listener forgot about the chinese valentine day.,0.0,0.0
9451,9451, The speaker forgot to bring roses for his girlfriend., The speaker forgot to buy gift for his girl friend,0.4666666666666666,0.4666666666666666
9452,9452, The speaker goes to buy some roses for his girlfriend., The listener tells about a nearby bouquet shop to the speaker.,0.0,0.0
9453,9453, The speaker brings roses for his girlfriend., The listener tells about a nearby bouquet shop to the speaker.,0.0,0.0
9454,9454, The speaker forgot to bring roses for his girlfriend., The listener has enough time to give gift for his girl friend.,0.0,0.0
9455,9455, The speaker and the listener went to buy some roses for their girlfriend., The listener hurries towards a nearby bouquet shop to buy some roses for his girlfriend.,0.0,0.3333333333333333
9456,9456, The speaker and the listener went to buy some roses for their girlfriend., The listener hurries towards a nearby bouquet shop to buy some roses for his girlfriend.,0.0,0.3333333333333333
9457,9457, The listener is excited to buy roses for his girlfriend., The speaker felt relieve to know the rose was available in the shop.,0.0,0.3333333333333333
9458,9458, The speaker has to leave his job on monday., The speaker got flight ticket for visit his family.,0.0,0.0
9459,9459, The speaker will board his flight on the 10th of the month., The speaker told the listener that his ticket had been confirmed.,0.0,0.0
9460,9460, The speaker will board his flight on the 10th of the month., The speaker told the listener that his ticket had been confirmed.,0.0,0.0
9461,9461, The speaker is excited about his upcoming trip., The speaker is excited to get ticket for visiting his family,0.6,1.0
9462,9462, The listener asked the speaker if he would be leaving on monday., The listener wants to know on which day the speaker is leaving from here.,0.0,0.0
9463,9463, The listener is happy to know that he will be leaving on monday., The listener felt sad about his friend because he is going to stay in america.,0.0,0.0
9464,9464, The speaker has to reach the next stop., The speaker inquired the listener regarding stop fifth avenue.,0.0,0.0
9465,9465, The speaker would ask the listener about the exact location of the bus stop., The listener wants to know that how he would reach fifth avenue now.,0.0,0.0
9466,9466, The speaker asks the listener about the exact location of the bus stop., The listener wants to know that how he would reach fifth avenue now.,0.0,0.0
9467,9467, The listener asked the speaker about the location of the next stop., The listener destination place is near to the last stop of the bus.,0.0,0.0
9468,9468, The listener gets off at the next stop and walks back to his home., The listener gets off at the next stop.,0.6666666666666666,0.6666666666666666
9469,9469, The listener gets off at the next stop and walks back to his home., The listener gets off at the next stop.,0.6666666666666666,0.6666666666666666
9470,9470, The listener is happy to help the speaker., The listener is happy to find the location easily.,0.0,0.0
9471,9471, The speaker is a violin player., The speaker had learned the violin since childhood.,0.3333333333333333,0.3333333333333333
9472,9472, The speaker shows her violin to the listener., The speaker is impressed by nancy's passion for playing the violin.,0.0,0.0
9473,9473, The speaker shows her violin to the listener., The speaker is impressed by nancy's passion for playing the violin.,0.0,0.0
9474,9474, The listener asked the speaker how long she had been playing violin., The speaker parents identify her talent in playing the insturument.,0.0,0.0
9475,9475, The listener asks the speaker how long she has been playing the violin., The listener wants to see nancy while playing a violin.,0.0,0.0
9476,9476, The listener asks the speaker how long she has been playing the violin., The listener wants to see nancy while playing a violin.,0.0,0.0
9477,9477, The listener inquired about the speaker's hobbies., The speaker had hobby of collecting the match boxes.,0.0,0.0
9478,9478, The speaker shows her collection of matchboxes to the listener., The speaker tells nancy that she has a huge collection of matching matchboxes.,0.3333333333333333,0.3333333333333333
9479,9479, The speaker shows her collection of matchboxes to the listener., The speaker tells nancy that she has a huge collection of matching matchboxes.,0.3333333333333333,0.3333333333333333
9480,9480, The speaker is curious to know whether the listener has any hobbies., The speaker is confused about the count of matchboxes available in his collection.,0.0,0.0
9481,9481, The speaker has a hobby of collecting matchboxes., The speaker informed the listener every one spend their spare time as they like.,0.0,0.0
9482,9482, The speaker would ask the listener about her hobbies., The listener thanked nancy for motivating her.,0.0,0.0
9483,9483, The speaker would ask the listener about her hobbies., The listener thanked nancy for motivating her.,0.0,0.0
9484,9484, The listener is curious to know about the speaker's hobbies., The listener happy to get appreciation from the speaker.,0.0,0.0
9485,9485, The listener asked the speaker about his opinion about the case., The speaker defends his client from the charge of the case.,0.0,0.0
9486,9486, The speaker asks the listener about his opinion on the case., The listener shares that the person is arrested wrongly for a crime he never committed.,0.25,0.25
9487,9487, The speaker asks the listener about his opinion on the case., The listener shares that the person is arrested wrongly for a crime he never committed.,0.25,0.25
9488,9488, The listener asked the speaker what he meant by saying so., The speaker had evidence to prove his client is innocent in the case.,0.0,0.0
9489,9489, The speaker suggests that the listener should be pitied rather than accused., The listener wants to know how the listener can be so sure that the other person is innocent.,0.0,0.0
9490,9490, The speaker tries to convince the listener that it is not his fault., The listener wants to know how the listener can be so sure that the other person is innocent.,0.0,0.0
9491,9491, The listener is surprised to hear the speaker's statement., The listener wonders why the speaker supports him so much.,0.0,0.0
9492,9492, The speaker is fond of cooking vegetables., The speaker good at making vegtable dish.,0.0,0.0
9493,9493, The speaker prepares some vegetables for the dinner., The listener will prepare some stir-fried vegetables for dinner.,0.0,0.3333333333333333
9494,9494, The listener asks the speaker what kind of vegetable she is planning to make for dinner., The listener will prepare some stir-fried vegetables for dinner.,0.25,0.25
9495,9495, The listener asked the speaker what kind of vegetable he wanted to make., The speaker didn't need the vegetable dish for the dinner.,0.0,0.0
9496,9496, The speaker prepares the corn for the dinner., The listener tells the speaker that he has some corns too.,0.0,0.0
9497,9497, The speaker asks the listener what kind of vegetable he would like to have., The listener tells the speaker that he has some corns too.,0.0,0.0
9498,9498, The speaker knows how to cook corn., The speaker knows the different ways to cook corn.,1.0,1.0
9499,9499, The speaker prepares the corn for the dinner., The listener told the speaker that he doesn't like boiled corns.,0.0,0.0
9500,9500, The speaker prepares the corn for the dinner., The listener told the speaker that he doesn't like boiled corns.,0.0,0.0
9501,9501, The listener asked the speaker if he could cook corn on the grill., The speaker need grilled corn for eating.,0.25,0.5
9502,9502, The speaker knows how to cook corn., The speaker specializes in making grilled corn.,0.8333333333333333,1.0
9503,9503, The speaker prepares the corn for the dinner., The listener thanked the speaker for preparing the grill corn for him.,0.04444444444444443,0.04444444444444443
9504,9504, The speaker prepares the corn for the dinner., The listener thanked the speaker for preparing the grill corn for him.,0.04444444444444443,0.04444444444444443
9505,9505, The listener is happy to help the speaker., The listner happy to get corn for eating.,0.0,0.0
9506,9506, Stacey is going to kindergarten for the first time., The speaker takes admission for her child in kindergarten.,0.0,0.0
9507,9507, The speaker and the listener decide to start a half day kindergarten for stacey., Stacey wants to make sure that her child feels comfortable and adjusts well in kindergarten.,0.0,0.0
9508,9508, The speaker and the listener will enroll stacey in the half day kindergarten., Stacey wants to make sure that her child feels comfortable and adjusts well in kindergarten.,0.0,0.0
9509,9509, The speaker is worried about stacey., The speaker is worried about the distance from home to kindergarten. it's very far.,0.0,0.0
9510,9510, The listener asked the speaker if she would like to try the half day kindergarten for stacey., The speaker's daughter does not like travelling long distances.,0.0,0.0
9511,9511, The speaker and the listener decided to start a half day kindergarten for stacey., The speaker and the listener discussed the environment of stacey's kindergarten.,0.0,0.0
9512,9512, The speaker and the listener decided to start a half day kindergarten for stacey., The speaker and the listener discussed the environment of stacey's kindergarten.,0.0,0.0
9513,9513, The speaker's friend is not interested in attending the half day kindergarten., The behavior of the teacher in kindergarten is very good with the children.,0.0,0.0
9514,9514, The speaker and the listener decided to start a half day kindergarten for stacey., The speaker told the listener that he had taken the phone number too of stacey's home teacher.,0.0,0.0
9515,9515, The speaker and the listener decided to start a half day kindergarten for stacey., The speaker told the listener that he had taken the phone number too of stacey's home teacher.,0.0,0.0
9516,9516, The listener asked the speaker if she was interested in any of the other kids., The speaker's daughter makes a model of a house car out of paper.,0.0,0.0
9517,9517, The speaker asked the listener if she had seen any of the other kids in the kindergarten., The speaker and the listener decided to find the field of interest of stacey.,0.0,0.0
9518,9518, The speaker asked the listener if she had seen any of the other kids in the kindergarten., The speaker and the listener decided to find the field of interest of stacey.,0.0,0.0
9519,9519, The listener is happy to know that stacey is interested in art., The listener feels impressed on the speaker's daughter skill.,0.5,0.5
9520,9520, The listener asked the speaker about his work routine., The listener is eager to know about the work of the speaker,0.5,0.5
9521,9521, The speaker asks the listener about his work routine., The listener shares that she usually has a very hectic day at work as she has to juggle many work responsibilities.,0.0,0.0
9522,9522, The speaker asks the listener about his work routine., The listener shares that she usually has a very hectic day at work as she has to juggle many work responsibilities.,0.0,0.0
9523,9523, The listener asked the speaker about his routine work., Sometimes the speaker had finished a lot of work.,0.0,0.0
9524,9524, The speaker told the listener that he was always busy in his work., The speaker is not attending some family calls due to heavy work pressure.,0.0,0.0
9525,9525, The speaker would ask the listener about his work timings., The speaker is not attending some family calls due to heavy work pressure.,0.0,0.0
9526,9526, The speaker has a lot of work to do., The workload varies from day to day.,0.0,0.0
9527,9527, The speaker informed the listener that sometimes he is very busy with his work., Sometimes the speaker has to stay in the office for a long time to complete his work after office hours.,0.2222222222222222,0.3333333333333333
9528,9528, The speaker informed the listener that sometimes he is very busy with his work., Sometimes the speaker has to stay in the office for a long time to complete his work after office hours.,0.2222222222222222,0.3333333333333333
9529,9529, The listener is satisfied with the speaker's answers., The listener felt embarrassed with the questions of the speaker.,0.0,0.0
9530,9530, The listener inquired about the speaker's job profile., She attends an interview for teller and is selected for the job.,0.0,0.0
9531,9531, The listener inquired about the job profile of the speaker., The speaker wants to know about the girl's lives ambition.,0.0,0.0
9532,9532, The listener inquires the speaker about her job profile., The speaker wants to know about the girl's lives ambition.,0.0,0.0
9533,9533, The listener inquires the speaker about the night school., She attends class according to her free time.,0.0,0.0
9534,9534, The speaker asks the listener about the night school she goes to., The listeners want to know why the girl is working so hard even after getting a good job in the bank.,0.0,0.0
9535,9535, The listener asks the speaker if she goes to night school., The listeners want to know why the girl is working so hard even after getting a good job in the bank.,0.0,0.0
9536,9536, The listener asked the speaker about the job profile of the speaker's daughter., If she becomes a manager she can lead a secure family life.,0.0,0.0
9537,9537, The speaker informed the listener that she has applied for a job in a bank., The speaker tells the listener that the girl is preparing for the subject very well to attain the degree.,0.0,0.0
9538,9538, The speaker informed the listener that she has applied for a job in a bank., The speaker tells the listener that the girl is preparing for the subject very well to attain the degree.,0.0,0.0
9539,9539, The listener inquires the speaker about the classes she takes in accounting and business., Degree in accounting subject increase her promotion chances.,0.0,0.0
9540,9540, The speaker would ask the listener about the course she was taking., The listener is impressed by the hard work of the girl to achieve her dream.,0.0,0.0
9541,9541, The speaker would ask the listener about the course she was taking., The listener is impressed by the hard work of the girl to achieve her dream.,0.0,0.0
9542,9542, The listener is impressed by the speaker's answers., The listener is impressed by how she maintains time for class.,0.0,0.0
9543,9543, The speaker was going to the office for the first time., The speaker did not pay attention to obsatcle in the road.,0.0,0.0
9544,9544, The speaker informed the listener that he fell down on the way to the office., The speaker shows concern towards the listener for falling on the road accidentally.,0.3333333333333333,0.3333333333333333
9545,9545, The listener asks the speaker about the reason for the accident., The speaker shows concern towards the listener for falling on the road accidentally.,0.0,0.0
9546,9546, The speaker is curious to know what happened to the listener yesterday., The speaker is anxious about why he was absent for the last day.,0.0,0.0
9547,9547, The speaker has a phone., The speaker save all the contact number in the lost phone.,0.0,0.0
9548,9548, The speaker informed the listener that his phone got damaged., The speaker told the listener that it was his brand new phone.,0.3333333333333333,0.3333333333333333
9549,9549, The speaker told the listener that he had to go to the office., The speaker told the listener that it was his brand new phone.,0.0,0.0
9550,9550, The speaker fell over on the way to his office., The speaker realizes that speaker got hurt and lost the phone in the accident.,0.0,0.0
9551,9551, The speaker informed the listener that he had broken his phone., The speaker wants to know if the listener's phone was in warranty period.,0.0,0.0
9552,9552, The speaker informed the listener that he had broken his phone too so he couldn't call him., The speaker wants to know if the listener's phone was in warranty period.,0.0,0.0
9553,9553, The speaker was wearing a t-shirt., The speaker wore his favourite shirt on accident day.,0.0,0.0
9554,9554, The speaker informed the listener that he broke his phone., The speaker wore his best shirt for the first time yesterday.,0.0,0.0
9555,9555, The speaker told the listener that he had to wear his best shirt to work., The speaker wore his best shirt for the first time yesterday.,0.0,0.0
9556,9556, The listener is worried about the speaker's health., The listener felt disappointed with accident happened to him.,0.0,0.0
9557,9557, The speaker's brother has gone ape over the girl., The listener's brother always seem depressed.,0.0,0.0
9558,9558, The speaker told the listener that his brother had gone ape over the girl., The speaker wants to know that from how many days the listener's brother is behaving like this.,0.0,0.0
9559,9559, The speaker informed the listener that his brother has gone ape over the girl., The speaker wants to know that from how many days the listener's brother is behaving like this.,0.0,0.0
9560,9560, The speaker's brother has gone ape over the girl., The speaker's brother behaviour is changed past week due to depression,0.0,0.0
9561,9561, The speaker and the listener will discuss the situation with their brother., The speaker seeks some suggestions from the listener to handle the situation of his brother.,0.40441176470588236,0.5294117647058824
9562,9562, The speaker and the listener are worried about their brother., The speaker seeks some suggestions from the listener to handle the situation of his brother.,0.7777777777777778,1.0
9563,9563, The speaker's brother has gone ape over the girl., The speaker spoke to the listener's brother to resolve the matter.,0.0,0.0
9564,9564, The speaker told the listener that his brother had gone ape over the girl., The listener suggests the speaker talk to that girl for whom the speaker's brother is mad.,0.0,0.0
9565,9565, The speaker told the listener that his brother had gone ape over the girl., The listener suggests the speaker talk to that girl for whom the speaker's brother is mad.,0.0,0.0
9566,9566, The listener is worried about his brother., The listener got angry with his brother's behaviour.,0.0,0.0
9567,9567, There was a traffic jam on the freeway.," The truck driver had to reach the destination on time, so he drove fast in heavy rain.",0.0,0.0
9568,9568, The listener asked the speaker about the reason for the accident., The listener got shocked after hearing about the tragic accident.,0.0,0.0
9569,9569, The listener asks the speaker about the reason for the accident., The listener got shocked after hearing about the tragic accident.,0.16666666666666666,0.25
9570,9570, There was a truck on the freeway and it flipped over.," The truck on the freeway flipped over, resulting in an accident.",1.0,1.0
9571,9571, The speaker would tell the listener about the accident that happened on the freeway., The speaker tells the listener that there were some passengers too on the bus.,0.0,0.0
9572,9572, The speaker told the listener that he had been driving on the freeway for a long time., The speaker tells the listener that there were some passengers too on the bus.,0.0,0.0
9573,9573, The listener asked the speaker if there were any injuries in the accident., The speaker inquired his friend about the incident that happened today on the freeway.,0.0,0.0
9574,9574, The listener asked the speaker if there were any injuries., The ambulance has taken the couple straight to the hospital as soon as possible.,0.0,0.0
9575,9575, The listener asked the speaker if there were any injuries., The ambulance has taken the couple straight to the hospital as soon as possible.,0.0,0.0
9576,9576, The speaker and the listener were driving on the freeway., The people injured during the accident were rushed to the hospital immediately.,0.0,0.0
9577,9577, The speaker told the listener that he was sure that everyone would be fine., The speaker told the listener that the other passengers only got minor injuries.,0.039215686274509796,0.039215686274509796
9578,9578, The speaker informed the listener that the people on the freeway were fine., The speaker told the listener that the other passengers only got minor injuries.,0.0,0.0
9579,9579, The listener informed the speaker that everyone was fine., The speaker inquired about the people who got injured during the accident are fine or not.,0.0,0.0
9580,9580, The speaker is hopeful that everyone will be fine., The speaker is relieved to know that people who got injured due to road accident are safe.,0.5,0.5
9581,9581, The listener is glad to know that everyone is fine., The listener will be happy to know that there are no casualties or mishappenings due to the road accident.,0.5,0.5
9582,9582, The speaker's friend advised him to change his course., The speaker consulted a career counselor in selecting a suitable course for her.,0.0,0.0
9583,9583, The speaker informed the listener that the speaker's friend advised him to change his course., The listener wants to know what the career counselor has advised the speaker.,0.0,0.0
9584,9584, The speaker told the listener that he had never met anyone like him., The listener wants to know what the career counselor has advised the speaker.,0.0,0.0
9585,9585, The speaker's friend has advised him to change his course., The career counselor's advice disappointed the speaker.,0.0,0.0
9586,9586, The speaker informed the listener that he had to change his course., The speaker gets demotivated by his friend's suggestion.,0.0,0.0
9587,9587, The speaker informed the listener that the professor had advised him to change his course to a more suitable course., The speaker gets demotivated by his friend's suggestion.,0.0,0.0
9588,9588, The speaker's friend advised him to change his course., The career counselor requested the speaker to change to a more suitable course.,0.0,0.0
9589,9589, The speaker decides to change his course., The speaker suggests the listener for ignoring the words of his friend.,0.0,0.0
9590,9590, The speaker decides to change his course., The speaker suggests the listener for ignoring the words of his friend.,0.0,0.0
9591,9591, The listener is disappointed with the speaker's statement., The speaker will feel disappointed about meeting with the career counselor.,0.0,0.0
9592,9592, The speaker has been suffering from stomach ache for the last three days., The child has gone for a doctor's visit.,0.0,0.0
9593,9593, The speaker would ask the listener about the reason for the headache., The doctor will check the body temperature of the kid.,0.0,0.0
9594,9594, The speaker would ask the listener about the reason for the headache., The doctor will check the body temperature of the kid.,0.0,0.0
9595,9595, The speaker is worried about his health., The child is keeping unwell for a couple of days and wants himself treated.,0.0,0.0
9596,9596, The listener asked the speaker about the duration of his illness.," The child is complaining about a sore throat, a runny nose, and a headache.",0.0,0.0
9597,9597, The speaker would ask the listener about the duration of his stay in the hospital., The listener examines the speaker's stomach.,0.0,0.0
9598,9598, The speaker will not go to the doctor for the next three days., The listener examines the speaker's stomach.,0.0,0.0
9599,9599, The listener asked the speaker if he had any stomach aches., The doctor inquired the child whether he has any stomachache.,0.0,0.0
9600,9600, The listener asks the speaker if he has any stomach aches., The listener notes all the symptoms of the speaker he's facing.,0.0,0.0
9601,9601, The speaker would ask the listener about his stomach ache., The listener notes all the symptoms of the speaker he's facing.,0.0,0.0
9602,9602, The speaker is concerned about the listener's health., The doctor is confident that that the child's health will improve upon receiving the injection.,0.0,0.0
9603,9603, The listener asked the speaker if he needed a shot., The doctor informed the child that he should take a shot of injection for faster recovery.,0.0350877192982456,0.0350877192982456
9604,9604, The doctor will give the injection to the speaker., The listener takes out the injection from his drawer.,0.0,0.0
9605,9605, The speaker will get the injection as soon as possible., The listener takes out the injection from his drawer.,0.0,0.0
9606,9606, The speaker is suffering from stomach ache for the last three days., The child said to the doctor that he was afraid of the needles.,0.0,0.0
9607,9607, The speaker gets the injection and goes to bed., The listener injected the speaker.,0.0,0.0
9608,9608, The speaker gets the injection and goes to bed., The listener injected the speaker.,0.0,0.0
9609,9609, The listener is happy to help the speaker., The doctor will feel relieved that the child will not panic while having the injection.,0.0,0.0
9610,9610, The speaker and the listener are going to have dinner at the restaurant., The speaker and his friend arrived at a restaurant to have their meal.,0.5,0.5
9611,9611, The speaker and the listener went to the food section of the restaurant., The speaker and the listener will explore the various food items on display.,0.6666666666666666,0.6666666666666666
9612,9612, The speaker and the listener went to the food section of the restaurant., The speaker and the listener will explore the various food items on display.,0.6666666666666666,0.6666666666666666
9613,9613, The speaker is excited to have dinner., The speaker wants to assure his friend that he has all the necessary tableware and cutlery required for having his meal.,0.0,0.0
9614,9614, There is a line for the table wares.," The restaurant is heavily crowded, and people are waiting for their turn.",0.0,0.0
9615,9615, The speaker and the listener stand in line for the food., The speaker and the listener joined the line outside of a restaurant.,0.3333333333333333,0.6666666666666666
9616,9616, The speaker and the listener stand in line for the table., The speaker and the listener joined the line outside of a restaurant.,0.0,0.3333333333333333
9617,9617, The speaker likes the taste of the cream cakes., The restaurant serves tasty and appetizing food at the most economical prices.,0.0,0.0
9618,9618, The speaker and the listener went to the food section of the restaurant., The speaker told the listener that it's getting hard to decide on one dish.,0.3333333333333333,0.3333333333333333
9619,9619, The speaker and the listener headed to the food section of the restaurant., The speaker told the listener that it's getting hard to decide on one dish.,0.5,0.5
9620,9620, The speaker and the listener are waiting for their turn., The waiter is currently taking the order at each table at the restaurant.,0.0,0.0
9621,9621, The speaker and the listener wait for their turn to order their food., The speaker will order cream cakes for today's menu.,0.0,0.0
9622,9622, The speaker and the listener wait for their turn., The speaker will order cream cakes for today's menu.,0.0,0.0
9623,9623, The speaker is fond of eating cream cakes., The restaurant serves multiple flavors of cream cakes.,0.0,0.0
9624,9624, The speaker told the waiter to tell him what he wanted to have., The speaker's friend will find the cream cakes to be very icky.,0.0,0.0
9625,9625, The speaker told the waiter to tell the order of the listener., The speaker's friend will find the cream cakes to be very icky.,0.0,0.0
9626,9626, The speaker is excited to have the cream cakes., The speaker wants to try the multiple varieties of the delicious cream cakes served at the restaurant.,1.0,1.0
9627,9627, The listener is disappointed with the speaker's decision., The listener will be surprised to know that how come his friend does not like cream cakes.,0.0,0.0
9628,9628, The speaker does not like the taste of the cream cakes., The speaker's friend does not like the cream cakes as he finds them very thick and creamy.,0.0,0.3333333333333333
9629,9629, Rocky six is scheduled to come out this friday., The movie rocky six is going to release this friday.,1.0,1.0
9630,9630, The speaker and the listener will book tickets for the movie., The speaker's friend will inform that he has seen the previous version of the rocky six movies.,0.0,0.0
9631,9631, The speaker and the listener decided to go out for dinner., The speaker's friend will inform that he has seen the previous version of the rocky six movies.,0.0,0.0
9632,9632, The speaker is excited to see the movie., The speaker is eager to watch rocky six movies as he already watched previous versions of the same.,0.5,0.5
9633,9633, The speaker and the listener are planning to go to see the movie., The speaker inquired his friends about their plan for saturday.,0.0,0.0
9634,9634, The speaker and the listener book tickets for the movie., The speaker's friend will suggest going for lunch and then watching the movie afterward.,0.05,0.05
9635,9635, The speaker and the listener booked tickets for the show on saturday., The speaker's friend will suggest going for lunch and then watching the movie afterward.,0.0,0.0
9636,9636, The speaker and the listener are planning to go to the movie., Saturday is a weekly off of the speaker and his friends.,0.0,0.0
9637,9637, The speaker and the listener will book their tickets for the movie., The speaker will meet his friends in front of tower records at noon.,0.0,0.0
9638,9638, The speaker and the listener will book their tickets for the movie., The speaker will meet his friends in front of tower records at noon.,0.0,0.0
9639,9639, The speaker and the listener are planning to go to the movie., The speaker requested his friends to plan a small hang-out on saturday afternoon.,0.0,0.0
9640,9640, The listener is excited to see the movie., The listener will feel excited about saturday's outing for the movie and lunch.,1.0,1.0
9641,9641, The speaker has to catch the train to boston., The train leaves at its scheduled time.,0.06666666666666664,0.06666666666666664
9642,9642, The speaker asks the listener about the timings of the train., The passenger will thank the listener for providing him with the necessary information about the train timings.,0.0,0.0
9643,9643, The speaker asks the listener about the timings of the train., The passenger will thank the listener for providing him with the necessary information about the train timings.,0.0,0.0
